Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,rainfall_adequacy_index,thermal_stress_score,log_pesticides,yield_lag_1,rainfall_roll3
Bangladesh,Wheat,2012,27789,2666.0,13289.18,26.28,4.8473,9.28,9.4948,26012.0,2666.0
Bangladesh,Wheat,2013,30138,2666.0,15330.16,26.59,4.8473,9.59,9.6376,27789.0,2666.0
Belarus,Maize,1993,12000,618.0,8306.31,5.61,0.9508,18.39,9.0249,30000.0,618.0
Belarus,Maize,1994,5000,618.0,8306.31,6.26,0.9508,17.74,9.0249,12000.0,618.0
Belarus,Maize,1995,24545,618.0,8306.31,6.68,0.9508,17.32,9.0249,5000.0,618.0
Belarus,Maize,1996,23000,618.0,8306.31,5.32,0.9508,18.68,9.0249,24545.0,618.0
Belarus,Maize,1997,20333,618.0,8306.31,5.98,0.9508,18.02,9.0249,23000.0,618.0
Belarus,Maize,1998,26522,618.0,8306.31,6.11,0.9508,17.89,9.0249,20333.0,618.0
Belarus,Maize,1999,26053,618.0,8306.31,7.38,0.9508,16.62,9.0249,26522.0,618.0
Belarus,Maize,2000,23077,618.0,8306.31,7.52,0.9508,16.48,9.0249,26053.0,618.0
Belarus,Maize,2001,25917,618.0,8306.31,6.71,0.9508,17.29,9.0249,23077.0,618.0
Belarus,Maize,2002,32889,618.0,8306.31,7.34,0.9508,16.66,9.0249,25917.0,618.0
Belarus,Maize,2004,35297,618.0,8306.31,6.49,0.9508,17.51,9.0249,32889.0,618.0
Belarus,Maize,2005,39965,618.0,8306.31,6.53,0.9508,17.47,9.0249,35297.0,618.0
Belarus,Maize,2006,39390,618.0,8306.31,6.6,0.9508,17.4,9.0249,39965.0,618.0
Belarus,Maize,2007,50653,618.0,8306.31,7.51,0.9508,16.49,9.0249,39390.0,618.0
Belarus,Maize,2008,43890,618.0,8306.31,7.75,0.9508,16.25,9.0249,50653.0,618.0
Belarus,Maize,2009,46818,618.0,8306.31,6.75,0.9508,17.25,9.0249,43890.0,618.0
Belarus,Maize,2010,49306,618.0,8306.31,6.71,0.9508,17.29,9.0249,46818.0,618.0
Belarus,Maize,2011,65950,618.0,8306.31,7.29,0.9508,16.71,9.0249,49306.0,618.0
Belarus,Maize,2012,50407,618.0,9578.67,6.33,0.9508,17.67,9.1674,65950.0,618.0
Belarus,Maize,2013,55656,618.0,9163.51,7.83,0.9508,16.17,9.1231,50407.0,618.0
Belarus,Potatoes,1993,155463,618.0,8306.31,5.61,1.03,12.39,9.0249,115326.0,618.0
Belarus,Potatoes,1994,118235,618.0,8306.31,6.26,1.03,11.74,9.0249,155463.0,618.0
Belarus,Potatoes,1995,131092,618.0,8306.31,6.68,1.03,11.32,9.0249,118235.0,618.0
Belarus,Potatoes,1996,151328,618.0,8306.31,5.32,1.03,12.68,9.0249,131092.0,618.0
Belarus,Potatoes,1997,99173,618.0,8306.31,5.98,1.03,12.02,9.0249,151328.0,618.0
Belarus,Potatoes,1998,108971,618.0,8306.31,6.11,1.03,11.89,9.0249,99173.0,618.0
Belarus,Potatoes,1999,113330,618.0,8306.31,7.38,1.03,10.62,9.0249,108971.0,618.0
Belarus,Potatoes,2000,131888,618.0,8306.31,7.52,1.03,10.48,9.0249,113330.0,618.0
Belarus,Potatoes,2001,122132,618.0,8306.31,6.71,1.03,11.29,9.0249,131888.0,618.0
Belarus,Potatoes,2002,134922,618.0,8306.31,7.34,1.03,10.66,9.0249,122132.0,618.0
Belarus,Potatoes,2004,195459,618.0,8306.31,6.49,1.03,11.51,9.0249,134922.0,618.0
Belarus,Potatoes,2005,177299,618.0,8306.31,6.53,1.03,11.47,9.0249,195459.0,618.0
Belarus,Potatoes,2006,191956,618.0,8306.31,6.6,1.03,11.4,9.0249,177299.0,618.0
Belarus,Potatoes,2007,211948,618.0,8306.31,7.51,1.03,10.49,9.0249,191956.0,618.0
Belarus,Potatoes,2008,220735,618.0,8306.31,7.75,1.03,10.25,9.0249,211948.0,618.0
Belarus,Potatoes,2009,186040,618.0,8306.31,6.75,1.03,11.25,9.0249,220735.0,618.0
Belarus,Potatoes,2010,213518,618.0,8306.31,6.71,1.03,11.29,9.0249,186040.0,618.0
Belarus,Potatoes,2011,209564,618.0,8306.31,7.29,1.03,10.71,9.0249,213518.0,618.0
Belarus,Potatoes,2012,208131,618.0,9578.67,6.33,1.03,11.67,9.1674,209564.0,618.0
Belarus,Potatoes,2013,193536,618.0,9163.51,7.83,1.03,10.17,9.1231,208131.0,618.0
Belarus,Wheat,1993,26826,618.0,8306.31,5.61,1.1236,11.39,9.0249,27983.0,618.0
Belarus,Wheat,1994,22802,618.0,8306.31,6.26,1.1236,10.74,9.0249,26826.0,618.0
Belarus,Wheat,1995,24791,618.0,8306.31,6.68,1.1236,10.32,9.0249,22802.0,618.0
Belarus,Wheat,1996,21989,618.0,8306.31,5.32,1.1236,11.68,9.0249,24791.0,618.0
Belarus,Wheat,1997,25132,618.0,8306.31,5.98,1.1236,11.02,9.0249,21989.0,618.0
Belarus,Wheat,1998,21347,618.0,8306.31,6.11,1.1236,10.89,9.0249,25132.0,618.0
Belarus,Wheat,1999,17322,618.0,8306.31,7.38,1.1236,9.62,9.0249,21347.0,618.0
Belarus,Wheat,2000,21367,618.0,8306.31,7.52,1.1236,9.48,9.0249,17322.0,618.0
Belarus,Wheat,2001,21255,618.0,8306.31,6.71,1.1236,10.29,9.0249,21367.0,618.0
Belarus,Wheat,2002,26919,618.0,8306.31,7.34,1.1236,9.66,9.0249,21255.0,618.0
Belarus,Wheat,2004,33040,618.0,8306.31,6.49,1.1236,10.51,9.0249,26919.0,618.0
Belarus,Wheat,2005,32812,618.0,8306.31,6.53,1.1236,10.47,9.0249,33040.0,618.0
Belarus,Wheat,2006,28191,618.0,8306.31,6.6,1.1236,10.4,9.0249,32812.0,618.0
Belarus,Wheat,2007,32771,618.0,8306.31,7.51,1.1236,9.49,9.0249,28191.0,618.0
Belarus,Wheat,2008,39752,618.0,8306.31,7.75,1.1236,9.25,9.0249,32771.0,618.0
Belarus,Wheat,2009,35428,618.0,8306.31,6.75,1.1236,10.25,9.0249,39752.0,618.0
Belarus,Wheat,2010,28851,618.0,8306.31,6.71,1.1236,10.29,9.0249,35428.0,618.0
Belarus,Wheat,2011,33088,618.0,8306.31,7.29,1.1236,9.71,9.0249,28851.0,618.0
Belarus,Wheat,2012,35822,618.0,9578.67,6.33,1.1236,10.67,9.1674,33088.0,618.0
Belarus,Wheat,2013,30610,618.0,9163.51,7.83,1.1236,9.17,9.1231,35822.0,618.0
Belgium,Maize,2001,113522,847.0,8529.07,10.94,1.3031,13.06,9.0514,111006.0,847.0
Belgium,Maize,2002,111962,847.0,9204.0,11.44,1.3031,12.56,9.1275,113522.0,847.0
Belgium,Maize,2004,122246,847.0,9186.0,10.94,1.3031,13.06,9.1255,111962.0,847.0
Belgium,Maize,2005,116872,847.0,9776.0,11.16,1.3031,12.84,9.1878,122246.0,847.0
Belgium,Maize,2006,101929,847.0,8244.02,11.48,1.3031,12.52,9.0174,116872.0,847.0
Belgium,Maize,2007,131278,847.0,6712.05,11.52,1.3031,12.48,8.8118,101929.0,847.0
Belgium,Maize,2008,119258,847.0,6516.47,10.9,1.3031,13.1,8.7822,131278.0,847.0
Belgium,Maize,2009,121174,847.0,5496.04,11.0,1.3031,13.0,8.612,119258.0,847.0
Belgium,Maize,2010,119283,847.0,4644.53,9.74,1.3031,14.26,8.4437,121174.0,847.0
Belgium,Maize,2011,119360,847.0,5740.44,11.69,1.3031,12.31,8.6555,119283.0,847.0
Belgium,Maize,2012,102438,847.0,6139.3,10.68,1.3031,13.32,8.7226,119360.0,847.0
Belgium,Maize,2013,111500,847.0,5905.6,10.36,1.3031,13.64,8.6838,102438.0,847.0
Belgium,Potatoes,2001,412267,847.0,8529.07,10.94,1.4117,7.06,9.0514,444058.0,847.0
Belgium,Potatoes,2002,471475,847.0,9204.0,11.44,1.4117,6.56,9.1275,412267.0,847.0
Belgium,Potatoes,2004,483955,847.0,9186.0,10.94,1.4117,7.06,9.1255,471475.0,847.0
Belgium,Potatoes,2005,428135,847.0,9776.0,11.16,1.4117,6.84,9.1878,483955.0,847.0
Belgium,Potatoes,2006,385452,847.0,8244.02,11.48,1.4117,6.52,9.0174,428135.0,847.0
Belgium,Potatoes,2007,469491,847.0,6712.05,11.52,1.4117,6.48,8.8118,385452.0,847.0
Belgium,Potatoes,2008,460711,847.0,6516.47,10.9,1.4117,7.1,8.7822,469491.0,847.0
Belgium,Potatoes,2009,447083,847.0,5496.04,11.0,1.4117,7.0,8.612,460711.0,847.0
Belgium,Potatoes,2010,422676,847.0,4644.53,9.74,1.4117,8.26,8.4437,447083.0,847.0
Belgium,Potatoes,2011,501412,847.0,5740.44,11.69,1.4117,6.31,8.6555,422676.0,847.0
Belgium,Potatoes,2012,454233,847.0,6139.3,10.68,1.4117,7.32,8.7226,501412.0,847.0
Belgium,Potatoes,2013,454642,847.0,5905.6,10.36,1.4117,7.64,8.6838,454233.0,847.0
Belgium,Wheat,2001,80475,847.0,8529.07,10.94,1.54,6.06,9.0514,79198.0,847.0
Belgium,Wheat,2002,82757,847.0,9204.0,11.44,1.54,5.56,9.1275,80475.0,847.0
Belgium,Wheat,2004,89806,847.0,9186.0,10.94,1.54,6.06,9.1255,82757.0,847.0
Belgium,Wheat,2005,82733,847.0,9776.0,11.16,1.54,5.84,9.1878,89806.0,847.0
Belgium,Wheat,2006,82549,847.0,8244.02,11.48,1.54,5.52,9.0174,82733.0,847.0
Belgium,Wheat,2007,78908,847.0,6712.05,11.52,1.54,5.48,8.8118,82549.0,847.0
Belgium,Wheat,2008,87585,847.0,6516.47,10.9,1.54,6.1,8.7822,78908.0,847.0
Belgium,Wheat,2009,94652,847.0,5496.04,11.0,1.54,6.0,8.612,87585.0,847.0
Belgium,Wheat,2010,88272,847.0,4644.53,9.74,1.54,7.26,8.4437,94652.0,847.0
Belgium,Wheat,2011,84046,847.0,5740.44,11.69,1.54,5.31,8.6555,88272.0,847.0
Belgium,Wheat,2012,84522,847.0,6139.3,10.68,1.54,6.32,8.7226,84046.0,847.0
Belgium,Wheat,2013,89349,847.0,5905.6,10.36,1.54,6.64,8.6838,84522.0,847.0
Botswana,Maize,1991,3962,416.0,19.0,19.29,0.64,4.71,2.9957,2899.0,416.0
Botswana,Maize,1992,1899,416.0,17.0,20.59,0.64,3.41,2.8904,3962.0,416.0
Botswana,Maize,1993,1353,416.0,17.0,19.97,0.64,4.03,2.8904,1899.0,416.0
Botswana,Maize,1994,1698,416.0,17.0,19.26,0.64,4.74,2.8904,1353.0,416.0
Botswana,Maize,1995,9477,416.0,17.0,19.96,0.64,4.04,2.8904,1698.0,416.0
Botswana,Maize,1996,2463,416.0,17.0,19.1,0.64,4.9,2.8904,9477.0,416.0
Botswana,Maize,1997,2867,416.0,17.0,19.26,0.64,4.74,2.8904,2463.0,416.0
Botswana,Maize,1998,910,416.0,17.0,20.05,0.64,3.95,2.8904,2867.0,416.0
Botswana,Maize,1999,1111,416.0,17.0,20.24,0.64,3.76,2.8904,910.0,416.0
Botswana,Maize,2000,1123,416.0,17.0,18.97,0.64,5.03,2.8904,1111.0,416.0
Botswana,Maize,2001,1992,416.0,17.0,19.36,0.64,4.64,2.8904,1123.0,416.0
Botswana,Maize,2002,2947,416.0,17.0,19.89,0.64,4.11,2.8904,1992.0,416.0
Botswana,Maize,2004,1743,416.0,17.0,19.41,0.64,4.59,2.8904,2947.0,416.0
Botswana,Maize,2005,2297,416.0,17.0,20.42,0.64,3.58,2.8904,1743.0,416.0
Botswana,Maize,2006,2511,416.0,17.0,18.97,0.64,5.03,2.8904,2297.0,416.0
Botswana,Maize,2007,1219,416.0,17.0,19.71,0.64,4.29,2.8904,2511.0,416.0
Botswana,Maize,2008,1844,416.0,17.0,19.63,0.64,4.37,2.8904,1219.0,416.0
Botswana,Maize,2009,2429,416.0,17.0,19.25,0.64,4.75,2.8904,1844.0,416.0
Botswana,Maize,2010,1617,416.0,17.0,19.98,0.64,4.02,2.8904,2429.0,416.0
Botswana,Maize,2011,3473,416.0,17.0,19.19,0.64,4.81,2.8904,1617.0,416.0
Botswana,Maize,2012,1370,416.0,17.0,19.83,0.64,4.17,2.8904,3473.0,416.0
Botswana,Maize,2013,849,416.0,17.0,18.69,0.64,5.31,2.8904,1370.0,416.0
Botswana,Sorghum,1991,3663,416.0,19.0,19.29,0.7235,7.71,2.9957,2500.0,416.0
Botswana,Sorghum,1992,2909,416.0,17.0,20.59,0.7235,6.41,2.8904,3663.0,416.0
Botswana,Sorghum,1993,5236,416.0,17.0,19.97,0.7235,7.03,2.8904,2909.0,416.0
Botswana,Sorghum,1994,2182,416.0,17.0,19.26,0.7235,7.74,2.8904,5236.0,416.0
Botswana,Sorghum,1995,3597,416.0,17.0,19.96,0.7235,7.04,2.8904,2182.0,416.0
Botswana,Sorghum,1996,3592,416.0,17.0,19.1,0.7235,7.9,2.8904,3597.0,416.0
Botswana,Sorghum,1997,2455,416.0,17.0,19.26,0.7235,7.74,2.8904,3592.0,416.0
Botswana,Sorghum,1998,3364,416.0,17.0,20.05,0.7235,6.95,2.8904,2455.0,416.0
Botswana,Sorghum,1999,2669,416.0,17.0,20.24,0.7235,6.76,2.8904,3364.0,416.0
Botswana,Sorghum,2000,1573,416.0,17.0,18.97,0.7235,8.03,2.8904,2669.0,416.0
Botswana,Sorghum,2001,11538,416.0,17.0,19.36,0.7235,7.64,2.8904,1573.0,416.0
Botswana,Sorghum,2002,4218,416.0,17.0,19.89,0.7235,7.11,2.8904,11538.0,416.0
Botswana,Sorghum,2004,3343,416.0,17.0,19.41,0.7235,7.59,2.8904,4218.0,416.0
Botswana,Sorghum,2005,18316,416.0,17.0,20.42,0.7235,6.58,2.8904,3343.0,416.0
Botswana,Sorghum,2006,5024,416.0,17.0,18.97,0.7235,8.03,2.8904,18316.0,416.0
Botswana,Sorghum,2007,9979,416.0,17.0,19.71,0.7235,7.29,2.8904,5024.0,416.0
Botswana,Sorghum,2008,5507,416.0,17.0,19.63,0.7235,7.37,2.8904,9979.0,416.0
Botswana,Sorghum,2009,5042,416.0,17.0,19.25,0.7235,7.75,2.8904,5507.0,416.0
Botswana,Sorghum,2010,5701,416.0,17.0,19.98,0.7235,7.02,2.8904,5042.0,416.0
Botswana,Sorghum,2011,6690,416.0,17.0,19.19,0.7235,7.81,2.8904,5701.0,416.0
Botswana,Sorghum,2012,6779,416.0,17.0,19.83,0.7235,7.17,2.8904,6690.0,416.0
Botswana,Sorghum,2013,3168,416.0,17.0,18.69,0.7235,8.31,2.8904,6779.0,416.0
Botswana,Wheat,1991,22464,416.0,19.0,19.29,0.7564,2.29,2.9957,26178.0,416.0
Botswana,Wheat,1992,21653,416.0,17.0,20.59,0.7564,3.59,2.8904,22464.0,416.0
Botswana,Wheat,1993,20843,416.0,17.0,19.97,0.7564,2.97,2.8904,21653.0,416.0
Botswana,Wheat,1994,20032,416.0,17.0,19.26,0.7564,2.26,2.8904,20843.0,416.0
Botswana,Wheat,1995,19222,416.0,17.0,19.96,0.7564,2.96,2.8904,20032.0,416.0
Botswana,Wheat,1996,19009,416.0,17.0,19.1,0.7564,2.1,2.8904,19222.0,416.0
Botswana,Wheat,1997,17235,416.0,17.0,19.26,0.7564,2.26,2.8904,19009.0,416.0
Botswana,Wheat,1998,16667,416.0,17.0,20.05,0.7564,3.05,2.8904,17235.0,416.0
Botswana,Wheat,1999,16337,416.0,17.0,20.24,0.7564,3.24,2.8904,16667.0,416.0
Botswana,Wheat,2000,15878,416.0,17.0,18.97,0.7564,1.97,2.8904,16337.0,416.0
Botswana,Wheat,2001,15714,416.0,17.0,19.36,0.7564,2.36,2.8904,15878.0,416.0
Botswana,Wheat,2002,14563,416.0,17.0,19.89,0.7564,2.89,2.8904,15714.0,416.0
Botswana,Wheat,2004,12692,416.0,17.0,19.41,0.7564,2.41,2.8904,14563.0,416.0
Botswana,Wheat,2005,11614,416.0,17.0,20.42,0.7564,3.42,2.8904,12692.0,416.0
Botswana,Wheat,2006,10452,416.0,17.0,18.97,0.7564,1.97,2.8904,11614.0,416.0
Botswana,Wheat,2007,9000,416.0,17.0,19.71,0.7564,2.71,2.8904,10452.0,416.0
Botswana,Wheat,2008,8000,416.0,17.0,19.63,0.7564,2.63,2.8904,9000.0,416.0
Brazil,Cassava,1991,126164,1761.0,58349.44,22.375,1.4088,4.625,10.9742,125529.0,1761.0
Brazil,Cassava,1992,120019,1761.0,67003.89,22.355,1.4088,4.645,11.1125,126164.0,1761.0
Brazil,Cassava,1993,120628,1761.0,75658.33,22.605,1.4088,4.395,11.234,120019.0,1761.0
Brazil,Cassava,1994,132173,1761.0,84312.78,22.732,1.4088,4.268,11.3423,120628.0,1761.0
Brazil,Cassava,1995,130631,1761.0,92967.22,22.732,1.4088,4.268,11.44,132173.0,1761.0
Brazil,Cassava,1996,117588,1761.0,101621.67,22.414,1.4088,4.586,11.529,130631.0,1761.0
Brazil,Cassava,1997,128200,1761.0,110276.11,22.78,1.4088,4.22,11.6108,117588.0,1761.0
Brazil,Cassava,1998,123522,1761.0,118930.56,22.95,1.4088,4.05,11.6863,128200.0,1761.0
Brazil,Cassava,1999,132795,1761.0,127585.0,22.263,1.4088,4.737,11.7565,123522.0,1761.0
Brazil,Cassava,2000,134815,1761.0,140423.0,22.431,1.4088,4.569,11.8524,132795.0,1761.0
Brazil,Cassava,2001,135418,1761.0,151523.0,22.96,1.4088,4.04,11.9285,134815.0,1761.0
Brazil,Cassava,2002,137949,1761.0,145552.0,23.149,1.4088,3.851,11.8883,135418.0,1761.0
Brazil,Cassava,2004,136343,1761.0,214725.0,22.428,1.4088,4.572,12.2771,137949.0,1761.0
Brazil,Cassava,2005,136059,1761.0,232232.0,22.965,1.4088,4.035,12.3555,136343.0,1761.0
Brazil,Cassava,2006,140463,1761.0,238716.0,22.786,1.4088,4.214,12.383,136059.0,1761.0
Brazil,Cassava,2007,140099,1761.0,304031.0,22.894,1.4088,4.106,12.6249,140463.0,1761.0
Brazil,Cassava,2008,141371,1761.0,312637.0,22.464,1.4088,4.536,12.6528,140099.0,1761.0
Brazil,Cassava,2009,138613,1761.0,335742.0,22.861,1.4088,4.139,12.7241,141371.0,1761.0
Brazil,Cassava,2010,139499,1761.0,342580.0,22.882,1.4088,4.118,12.7443,138613.0,1761.0
Brazil,Cassava,2011,146230,1761.0,345026.0,22.489,1.4088,4.511,12.7514,139499.0,1761.0
Brazil,Cassava,2012,136118,1761.0,346583.0,23.063,1.4088,3.937,12.7559,146230.0,1761.0
Brazil,Cassava,2013,140795,1761.0,367778.0,22.478,1.4088,4.522,12.8152,136118.0,1761.0
Brazil,Maize,1991,18084,1761.0,58349.44,22.375,2.7092,1.625,10.9742,18735.0,1761.0
Brazil,Maize,1992,22828,1761.0,67003.89,22.355,2.7092,1.645,11.1125,18084.0,1761.0
Brazil,Maize,1993,25321,1761.0,75658.33,22.605,2.7092,1.395,11.234,22828.0,1761.0
Brazil,Maize,1994,23629,1761.0,84312.78,22.732,2.7092,1.268,11.3423,25321.0,1761.0
Brazil,Maize,1995,26005,1761.0,92967.22,22.732,2.7092,1.268,11.44,23629.0,1761.0
Brazil,Maize,1996,24761,1761.0,101621.67,22.414,2.7092,1.586,11.529,26005.0,1761.0
Brazil,Maize,1997,26228,1761.0,110276.11,22.78,2.7092,1.22,11.6108,24761.0,1761.0
Brazil,Maize,1998,27964,1761.0,118930.56,22.95,2.7092,1.05,11.6863,26228.0,1761.0
Brazil,Maize,1999,27765,1761.0,127585.0,22.263,2.7092,1.737,11.7565,27964.0,1761.0
Brazil,Maize,2000,27182,1761.0,140423.0,22.431,2.7092,1.569,11.8524,27765.0,1761.0
Brazil,Maize,2001,34019,1761.0,151523.0,22.96,2.7092,1.04,11.9285,27182.0,1761.0
Brazil,Maize,2002,30559,1761.0,145552.0,23.149,2.7092,0.851,11.8883,34019.0,1761.0
Brazil,Maize,2004,33671,1761.0,214725.0,22.428,2.7092,1.572,12.2771,30559.0,1761.0
Brazil,Maize,2005,30403,1761.0,232232.0,22.965,2.7092,1.035,12.3555,33671.0,1761.0
Brazil,Maize,2006,33823,1761.0,238716.0,22.786,2.7092,1.214,12.383,30403.0,1761.0
Brazil,Maize,2007,37852,1761.0,304031.0,22.894,2.7092,1.106,12.6249,33823.0,1761.0
Brazil,Maize,2008,40800,1761.0,312637.0,22.464,2.7092,1.536,12.6528,37852.0,1761.0
Brazil,Maize,2009,37145,1761.0,335742.0,22.861,2.7092,1.139,12.7241,40800.0,1761.0
Brazil,Maize,2010,43667,1761.0,342580.0,22.882,2.7092,1.118,12.7443,37145.0,1761.0
Brazil,Maize,2011,42107,1761.0,345026.0,22.489,2.7092,1.511,12.7514,43667.0,1761.0
Brazil,Maize,2012,50057,1761.0,346583.0,23.063,2.7092,0.937,12.7559,42107.0,1761.0
Brazil,Maize,2013,52536,1761.0,367778.0,22.478,2.7092,1.522,12.8152,50057.0,1761.0
Brazil,Potatoes,1991,140264,1761.0,58349.44,22.375,2.935,4.375,10.9742,141084.0,1761.0
Brazil,Potatoes,1992,140432,1761.0,67003.89,22.355,2.935,4.355,11.1125,140264.0,1761.0
Brazil,Potatoes,1993,146090,1761.0,75658.33,22.605,2.935,4.605,11.234,140432.0,1761.0
Brazil,Potatoes,1994,144802,1761.0,84312.78,22.732,2.935,4.732,11.3423,146090.0,1761.0
Brazil,Potatoes,1995,152304,1761.0,92967.22,22.732,2.935,4.732,11.44,144802.0,1761.0
Brazil,Potatoes,1996,146506,1761.0,101621.67,22.414,2.935,4.414,11.529,152304.0,1761.0
Brazil,Potatoes,1997,152748,1761.0,110276.11,22.78,2.935,4.78,11.6108,146506.0,1761.0
Brazil,Potatoes,1998,156439,1761.0,118930.56,22.95,2.935,4.95,11.6863,152748.0,1761.0
Brazil,Potatoes,1999,164604,1761.0,127585.0,22.263,2.935,4.263,11.7565,156439.0,1761.0
Brazil,Potatoes,2000,171813,1761.0,140423.0,22.431,2.935,4.431,11.8524,164604.0,1761.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,22.96,2.935,4.96,11.9285,171813.0,1761.0
Brazil,Potatoes,2002,194038,1761.0,145552.0,23.149,2.935,5.149,11.8883,184997.0,1761.0
Brazil,Potatoes,2004,213525,1761.0,214725.0,22.428,2.935,4.428,12.2771,194038.0,1761.0
Brazil,Potatoes,2005,220095,1761.0,232232.0,22.965,2.935,4.965,12.3555,213525.0,1761.0
Brazil,Potatoes,2006,223802,1761.0,238716.0,22.786,2.935,4.786,12.383,220095.0,1761.0
Brazil,Potatoes,2007,240356,1761.0,304031.0,22.894,2.935,4.894,12.6249,223802.0,1761.0
Brazil,Potatoes,2008,253729,1761.0,312637.0,22.464,2.935,4.464,12.6528,240356.0,1761.0
Brazil,Potatoes,2009,248299,1761.0,335742.0,22.861,2.935,4.861,12.7241,253729.0,1761.0
Brazil,Potatoes,2010,258859,1761.0,342580.0,22.882,2.935,4.882,12.7443,248299.0,1761.0
Brazil,Potatoes,2011,262528,1761.0,345026.0,22.489,2.935,4.489,12.7514,258859.0,1761.0
Brazil,Potatoes,2012,274457,1761.0,346583.0,23.063,2.935,5.063,12.7559,262528.0,1761.0
Brazil,Potatoes,2013,277517,1761.0,367778.0,22.478,2.935,4.478,12.8152,274457.0,1761.0
Brazil,Rice,1991,23020,1761.0,58349.44,22.375,1.0063,2.625,10.9742,18803.0,1761.0
Brazil,Rice,1992,21349,1761.0,67003.89,22.355,1.0063,2.645,11.1125,23020.0,1761.0
Brazil,Rice,1993,22912,1761.0,75658.33,22.605,1.0063,2.395,11.234,21349.0,1761.0
Brazil,Rice,1994,23876,1761.0,84312.78,22.732,1.0063,2.268,11.3423,22912.0,1761.0
Brazil,Rice,1995,25668,1761.0,92967.22,22.732,1.0063,2.268,11.44,23876.0,1761.0
Brazil,Rice,1996,26578,1761.0,101621.67,22.414,1.0063,2.586,11.529,25668.0,1761.0
Brazil,Rice,1997,27310,1761.0,110276.11,22.78,1.0063,2.22,11.6108,26578.0,1761.0
Brazil,Rice,1998,25198,1761.0,118930.56,22.95,1.0063,2.05,11.6863,27310.0,1761.0
Brazil,Rice,1999,30708,1761.0,127585.0,22.263,1.0063,2.737,11.7565,25198.0,1761.0
Brazil,Rice,2000,30382,1761.0,140423.0,22.431,1.0063,2.569,11.8524,30708.0,1761.0
Brazil,Rice,2001,32405,1761.0,151523.0,22.96,1.0063,2.04,11.9285,30382.0,1761.0
Brazil,Rice,2002,33246,1761.0,145552.0,23.149,1.0063,1.851,11.8883,32405.0,1761.0
Brazil,Rice,2004,35565,1761.0,214725.0,22.428,1.0063,2.572,12.2771,33246.0,1761.0
Brazil,Rice,2005,33691,1761.0,232232.0,22.965,1.0063,2.035,12.3555,35565.0,1761.0
Brazil,Rice,2006,38798,1761.0,238716.0,22.786,1.0063,2.214,12.383,33691.0,1761.0
Brazil,Rice,2007,38260,1761.0,304031.0,22.894,1.0063,2.106,12.6249,38798.0,1761.0
Brazil,Rice,2008,42311,1761.0,312637.0,22.464,1.0063,2.536,12.6528,38260.0,1761.0
Brazil,Rice,2009,44049,1761.0,335742.0,22.861,1.0063,2.139,12.7241,42311.0,1761.0
Brazil,Rice,2010,41271,1761.0,342580.0,22.882,1.0063,2.118,12.7443,44049.0,1761.0
Brazil,Rice,2011,48956,1761.0,345026.0,22.489,1.0063,2.511,12.7514,41271.0,1761.0
Brazil,Rice,2012,47860,1761.0,346583.0,23.063,1.0063,1.937,12.7559,48956.0,1761.0
Brazil,Rice,2013,50071,1761.0,367778.0,22.478,1.0063,2.522,12.8152,47860.0,1761.0
Brazil,Sorghum,1991,14834,1761.0,58349.44,22.375,3.0626,4.625,10.9742,17150.0,1761.0
Brazil,Sorghum,1992,17190,1761.0,67003.89,22.355,3.0626,4.645,11.1125,14834.0,1761.0
Brazil,Sorghum,1993,20167,1761.0,75658.33,22.605,3.0626,4.395,11.234,17190.0,1761.0
Brazil,Sorghum,1994,19056,1761.0,84312.78,22.732,3.0626,4.268,11.3423,20167.0,1761.0
Brazil,Sorghum,1995,17981,1761.0,92967.22,22.732,3.0626,4.268,11.44,19056.0,1761.0
Brazil,Sorghum,1996,18118,1761.0,101621.67,22.414,3.0626,4.586,11.529,17981.0,1761.0
Brazil,Sorghum,1997,19757,1761.0,110276.11,22.78,3.0626,4.22,11.6108,18118.0,1761.0
Brazil,Sorghum,1998,17768,1761.0,118930.56,22.95,3.0626,4.05,11.6863,19757.0,1761.0
Brazil,Sorghum,1999,15711,1761.0,127585.0,22.263,3.0626,4.737,11.7565,17768.0,1761.0
Brazil,Sorghum,2000,15013,1761.0,140423.0,22.431,3.0626,4.569,11.8524,15711.0,1761.0
Brazil,Sorghum,2001,18654,1761.0,151523.0,22.96,3.0626,4.04,11.9285,15013.0,1761.0
Brazil,Sorghum,2002,18573,1761.0,145552.0,23.149,3.0626,3.851,11.8883,18654.0,1761.0
Brazil,Sorghum,2004,23187,1761.0,214725.0,22.428,3.0626,4.572,12.2771,18573.0,1761.0
Brazil,Sorghum,2005,19296,1761.0,232232.0,22.965,3.0626,4.035,12.3555,23187.0,1761.0
Brazil,Sorghum,2006,22223,1761.0,238716.0,22.786,3.0626,4.214,12.383,19296.0,1761.0
Brazil,Sorghum,2007,21731,1761.0,304031.0,22.894,3.0626,4.106,12.6249,22223.0,1761.0
Brazil,Sorghum,2008,24105,1761.0,312637.0,22.464,3.0626,4.536,12.6528,21731.0,1761.0
Brazil,Sorghum,2009,23378,1761.0,335742.0,22.861,3.0626,4.139,12.7241,24105.0,1761.0
Brazil,Sorghum,2010,23172,1761.0,342580.0,22.882,3.0626,4.118,12.7443,23378.0,1761.0
